epoch,readout,fan,pump,slider,valve,ToyCar,ToyConveyor,mean
31,maha_embed,0.7947,0.8806,0.9011,0.9173,0.8671,0.6499,0.8351
31,fusion_maha,0.6401,0.7471,0.8158,0.7089,0.8004,0.6196,0.7220
32,recon_spmax,0.5216,0.5691,0.6291,0.5753,0.6202,0.4998,0.5692
32,recon_spmean,0.5317,0.5356,0.6881,0.4380,0.5881,0.5529,0.5557
32,neg_cos,0.7178,0.8253,0.8852,0.7759,0.7728,0.5711,0.7580
32,logit_nll,0.6958,0.7304,0.8164,0.7466,0.7741,0.5230,0.7144
32,fusion_negcos,0.6820,0.7319,0.8437,0.6729,0.7666,0.5796,0.7128
32,maha_embed,0.8185,0.8741,0.9357,0.9294,0.8748,0.6628,0.8492
32,fusion_maha,0.6899,0.7322,0.8485,0.7294,0.7885,0.6237,0.7354
33,recon_spmax,0.5152,0.5500,0.6293,0.4973,0.6499,0.4988,0.5567
33,recon_spmean,0.5018,0.5323,0.6874,0.4196,0.5886,0.5527,0.5471
33,neg_cos,0.7963,0.7814,0.9235,0.7770,0.7880,0.6099,0.7793
33,logit_nll,0.8047,0.7720,0.8086,0.7709,0.8037,0.5355,0.7492
33,fusion_negcos,0.7020,0.7276,0.8396,0.6792,0.7697,0.5943,0.7187
33,maha_embed,0.7850,0.8842,0.9310,0.9056,0.8593,0.6728,0.8396
33,fusion_maha,0.6487,0.7779,0.8354,0.7127,0.7853,0.6323,0.7321
34,recon_spmax,0.5468,0.5554,0.6326,0.5173,0.6456,0.5138,0.5686
34,recon_spmean,0.5413,0.5256,0.6974,0.4215,0.5971,0.5602,0.5572
34,neg_cos,0.7237,0.8357,0.9188,0.9141,0.8077,0.5577,0.7929
34,logit_nll,0.6636,0.7528,0.8239,0.7344,0.7914,0.5148,0.7135
34,fusion_negcos,0.6760,0.7625,0.8355,0.7035,0.7702,0.5825,0.7217
34,maha_embed,0.8070,0.8348,0.9153,0.9001,0.8288,0.7063,0.8321
34,fusion_maha,0.6755,0.7538,0.8350,0.7018,0.7535,0.6464,0.7277
35,recon_spmax,0.4428,0.5644,0.5987,0.4068,0.6652,0.4894,0.5279
35,recon_spmean,0.4456,0.5086,0.6796,0.3899,0.6135,0.5424,0.5299
35,neg_cos,0.8414,0.7729,0.8546,0.8531,0.8452,0.5615,0.7881
35,logit_nll,0.7958,0.7317,0.8286,0.7954,0.8315,0.5512,0.7557
35,fusion_negcos,0.6722,0.7439,0.8419,0.6845,0.8097,0.5692,0.7202
35,maha_embed,0.7985,0.8671,0.9241,0.9036,0.8235,0.6313,0.8247
35,fusion_maha,0.6300,0.7337,0.8437,0.6635,0.7548,0.6026,0.7047
36,recon_spmax,0.4766,0.4236,0.5965,0.4940,0.7047,0.5387,0.5390
36,recon_spmean,0.4829,0.4455,0.6797,0.4266,0.6047,0.5606,0.5333
36,neg_cos,0.8366,0.8234,0.8490,0.7793,0.8963,0.5338,0.7864
36,logit_nll,0.7139,0.7958,0.8463,0.7406,0.8218,0.5193,0.7396
36,fusion_negcos,0.6791,0.7096,0.8610,0.6796,0.8232,0.5633,0.7193
36,maha_embed,0.8006,0.8866,0.9427,0.9177,0.8193,0.6500,0.8361
36,fusion_maha,0.6750,0.6674,0.7962,0.7079,0.7691,0.6264,0.7070
37,recon_spmax,0.5186,0.5170,0.6051,0.4347,0.5734,0.4960,0.5241
37,recon_spmean,0.5147,0.5038,0.6820,0.4055,0.5959,0.5515,0.5422
37,neg_cos,0.7525,0.7163,0.9188,0.8171,0.8828,0.5285,0.7693
37,logit_nll,0.6885,0.7618,0.8438,0.7662,0.8486,0.5013,0.7350
37,fusion_negcos,0.6583,0.7383,0.8407,0.6499,0.8182,0.5688,0.7124
37,maha_embed,0.8192,0.9043,0.9502,0.9116,0.7844,0.6739,0.8406
37,fusion_maha,0.6881,0.7498,0.8224,0.6737,0.7368,0.6260,0.7161
38,recon_spmax,0.5481,0.5467,0.5952,0.4692,0.6037,0.5071,0.5450
38,recon_spmean,0.5273,0.5131,0.6827,0.4307,0.5958,0.5535,0.5505
38,neg_cos,0.5991,0.8171,0.9074,0.8086,0.7869,0.5803,0.7499
38,logit_nll,0.6589,0.8084,0.8697,0.7684,0.7853,0.5196,0.7350
38,fusion_negcos,0.6410,0.7653,0.8450,0.6893,0.7704,0.5963,0.7179
38,maha_embed,0.8249,0.8783,0.9399,0.9072,0.8272,0.6649,0.8404
38,fusion_maha,0.6641,0.7367,0.8426,0.7376,0.7481,0.6162,0.7242
39,recon_spmax,0.5122,0.5107,0.6072,0.4344,0.6640,0.4896,0.5364
39,recon_spmean,0.4866,0.4686,0.6837,0.3845,0.6371,0.5426,0.5338
39,neg_cos,0.8227,0.8554,0.8969,0.8107,0.8198,0.5481,0.7923
39,logit_nll,0.7811,0.7637,0.8786,0.7132,0.8067,0.5323,0.7459
39,fusion_negcos,0.7158,0.7047,0.8587,0.6512,0.7975,0.5635,0.7152
39,maha_embed,0.8407,0.8344,0.9220,0.9514,0.8287,0.6575,0.8391
39,fusion_maha,0.7135,0.6781,0.8282,0.7054,0.7976,0.6257,0.7247
40,recon_spmax,0.5029,0.5255,0.6060,0.4850,0.5771,0.4862,0.5304
40,recon_spmean,0.4909,0.4990,0.6794,0.4299,0.5872,0.5436,0.5383
40,neg_cos,0.7172,0.7544,0.9350,0.6997,0.8062,0.5869,0.7499
40,logit_nll,0.6845,0.7567,0.8942,0.6857,0.8132,0.5274,0.7269
40,fusion_negcos,0.6444,0.7290,0.8552,0.6587,0.7854,0.5855,0.7097
40,maha_embed,0.7908,0.8666,0.9331,0.9310,0.8125,0.6517,0.8309
40,fusion_maha,0.6622,0.7290,0.7861,0.7307,0.7411,0.6146,0.7106
41,recon_spmax,0.5302,0.5242,0.6170,0.4273,0.5467,0.4824,0.5213
41,recon_spmean,0.5254,0.5200,0.6873,0.4079,0.5771,0.5448,0.5437
41,neg_cos,0.7822,0.9374,0.8569,0.7875,0.8755,0.6396,0.8132
41,logit_nll,0.7220,0.7733,0.8516,0.7284,0.8174,0.5391,0.7387
41,fusion_negcos,0.6962,0.7649,0.8681,0.6644,0.7831,0.6014,0.7297
41,maha_embed,0.8226,0.9068,0.9449,0.9060,0.8326,0.6794,0.8487
41,fusion_maha,0.7011,0.7461,0.8138,0.7168,0.7628,0.6263,0.7278
42,recon_spmax,0.5102,0.5317,0.5966,0.4105,0.5504,0.4881,0.5146
42,recon_spmean,0.4910,0.5061,0.6699,0.4068,0.5772,0.5453,0.5327
42,neg_cos,0.7186,0.9408,0.9079,0.7873,0.8576,0.5733,0.7976
42,logit_nll,0.6869,0.7758,0.8218,0.6954,0.7809,0.5138,0.7124
42,fusion_negcos,0.6444,0.7716,0.8366,0.6195,0.7698,0.5771,0.7032
42,maha_embed,0.8105,0.8959,0.9506,0.9188,0.8246,0.6477,0.8413
42,fusion_maha,0.6500,0.7451,0.8407,0.6990,0.7502,0.6165,0.7169
43,recon_spmax,0.5291,0.5400,0.5782,0.4837,0.4999,0.4858,0.5194
43,recon_spmean,0.5062,0.5146,0.6871,0.4098,0.5321,0.5460,0.5326
43,neg_cos,0.7400,0.8700,0.9028,0.7693,0.8467,0.5784,0.7846
43,logit_nll,0.7653,0.8549,0.8925,0.7038,0.8354,0.5350,0.7645
43,fusion_negcos,0.6909,0.7528,0.8713,0.6433,0.7621,0.5755,0.7160
43,maha_embed,0.8018,0.8973,0.9526,0.9008,0.8227,0.6441,0.8365
43,fusion_maha,0.6801,0.7264,0.8119,0.6979,0.7156,0.6110,0.7072
44,recon_spmax,0.5751,0.5178,0.6162,0.4688,0.5747,0.4916,0.5407
